Ano;Mês;Dia;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);LATITUDE;LONGITUDE;ALTITUDE
2019;03;19;07;0;968,4;968,4;967,9;;26,3;18,8;26,6;26,3;18,8;18,7;64;62;64;59;5,5;0,5;-9,388323;-40,523262;372,72
2019;03;19;08;0;969;969;968,3;;25,2;18,6;26,3;25,2;19;18,6;67;64;67;282;2,4;1,5;-9,388323;-40,523262;372,72
2019;03;19;09;0;969,5;969,5;969;1,3;25,3;18,4;25,3;24,8;18,6;18,3;68;66;66;281;3;1;-9,388323;-40,523262;372,72
2019;03;19;10;0;969,8;969,9;969,5;233,9;27;19;27;25,3;19;18,3;66;62;62;287;2,9;2;-9,388323;-40,523262;372,72
2019;03;19;11;0;970,5;970,5;969,7;921,4;28,2;19,3;28,2;26,9;19,5;18,9;62;59;59;281;4,3;2,3;-9,388323;-40,523262;372,72
2019;03;19;12;0;971;971;970,5;1486,2;29,7;19,2;29,8;27,9;19,5;18,9;60;53;53;187;4,3;1,1;-9,388323;-40,523262;372,72
2019;03;19;13;0;970,8;971,1;970,8;1601,2;30,2;18,8;31,8;29;19,6;18,6;54;48;51;292;3,6;1,8;-9,388323;-40,523262;372,72
2019;03;19;14;0;970;970,8;970;1881,4;31,6;18,7;32,3;30,1;19,2;18,2;51;45;46;279;4,2;1,3;-9,388323;-40,523262;372,72
2019;03;19;15;0;968,9;970;968,9;1997,2;33,2;18,2;33,8;30,7;19,1;18,2;49;40;41;279;6,4;2,7;-9,388323;-40,523262;372,72
2019;03;19;16;0;967,4;968,9;967,4;2374,2;34,5;17,2;35;32,7;18,2;17;41;35;36;247;5,8;2,7;-9,388323;-40,523262;372,72
2019;03;19;17;0;966,1;967,4;966,1;2005,7;33,9;16,9;35,4;33,8;17,4;16,5;37;34;36;273;7,3;1,8;-9,388323;-40,523262;372,72
2019;03;19;18;0;965,1;966,1;965,1;1433;34,9;15,8;35,8;33,8;17,3;15,8;37;31;32;344;4,7;2;-9,388323;-40,523262;372,72
2019;03;19;19;0;964,6;965,1;964,6;1216,9;35,6;15,1;36,1;34,7;16,1;15,1;33;29;29;159;4,8;1,9;-9,388323;-40,523262;372,72
2019;03;19;20;0;964,1;964,6;964,1;760,2;35,5;14,5;35,9;35,1;15,4;14,4;30;28;29;31;4,2;0,9;-9,388323;-40,523262;372,72
2019;03;19;21;0;964,4;964,4;964,1;192;34,5;14,5;35,7;34,5;14,7;14,1;30;28;30;44;3,2;0,9;-9,388323;-40,523262;372,72
2019;03;19;22;0;965,1;965,1;964,4;;33,1;15,4;34,5;33,1;15,5;14,2;35;30;35;15;4,3;1,2;-9,388323;-40,523262;372,72
2019;03;19;23;0;966,1;966,1;965,1;;32,1;15,6;33,1;32,1;15,9;15,4;37;35;37;5;2,8;1,5;-9,388323;-40,523262;372,72
2019;03;20;00;0;966,8;966,8;966,1;;30,4;16,8;32,2;30,4;16,8;15,5;44;37;44;356;5,1;2,7;-9,388323;-40,523262;372,72
2019;03;20;01;0;967,5;967,5;966,8;;29,8;18,7;30,4;29,7;18,7;16,8;51;44;51;334;6,6;3,4;-9,388323;-40,523262;372,72
2019;03;20;02;0;967,7;967,8;967,5;;29,1;19,2;29,8;29,1;19,2;18,7;55;51;55;325;5,9;2,9;-9,388323;-40,523262;372,72
2019;03;20;03;0;967,6;967,8;967,6;;28,3;19,5;29,1;28,3;19,5;19,2;59;55;59;345;5,8;2,4;-9,388323;-40,523262;372,72
2019;03;20;04;0;967,1;967,6;967,1;;27,6;19,7;28,3;27,6;19,7;19,3;62;59;62;324;4,5;1,9;-9,388323;-40,523262;372,72
2019;03;20;05;0;967,1;967,3;967,1;;27,2;19,8;27,7;27,2;19,8;19,7;64;62;64;324;3,7;1,7;-9,388323;-40,523262;372,72
2019;03;20;06;0;967,1;967,3;967;;26,6;19,9;27,2;26,6;19,9;19,8;67;64;67;297;3,6;1,2;-9,388323;-40,523262;372,72
2019;03;20;07;0;967;967,1;966,9;;26,2;19,9;26,6;26,2;20;19,7;69;67;69;287;2,7;0,9;-9,388323;-40,523262;372,72
2019;03;20;08;0;967,6;967,6;967;;25,8;20,1;26,2;25,8;20,1;19,9;71;69;71;260;2,8;1,6;-9,388323;-40,523262;372,72
2019;03;20;09;0;967,9;967,9;967,6;;25,9;20,2;26;25,8;20,2;20,1;71;71;71;297;2,8;1,2;-9,388323;-40,523262;372,72
2019;03;20;10;0;968,6;968,6;967,9;249,9;27;20,3;27,1;25,9;20,5;20,2;71;67;67;305;4,5;2,8;-9,388323;-40,523262;372,72
2019;03;20;11;0;969,4;969,4;968,6;732,3;28,1;20,6;28,1;26,9;20,6;20,2;68;63;64;325;4,5;2,3;-9,388323;-40,523262;372,72
2019;03;20;12;0;969,7;969,7;969,4;1565,4;29,4;20,1;30,3;28;20,6;20;64;55;57;317;6,7;3;-9,388323;-40,523262;372,72
2019;03;20;13;0;969,3;969,7;969,3;1603,3;31;19,7;31,3;29,2;20,4;19,2;58;51;51;304;8;3,6;-9,388323;-40,523262;372,72
2019;03;20;14;0;968,8;969,3;968,8;2387;33;19,5;33;30,5;19,9;18,8;52;45;45;308;6,2;2,7;-9,388323;-40,523262;372,72
2019;03;20;15;0;967,7;968,8;967,7;2037,1;34,3;18,9;34,7;31,8;19,5;18,6;47;40;40;289;6,5;3,3;-9,388323;-40,523262;372,72
2019;03;20;16;0;966,7;967,7;966,7;2146,9;34,2;18,2;34,8;33,2;18,8;17,8;42;37;39;251;6,2;2,7;-9,388323;-40,523262;372,72
2019;03;20;17;0;965,5;966,7;965,5;2157,4;35,3;17,1;35,9;34,2;18,1;16,8;39;33;34;300;5,6;2,6;-9,388323;-40,523262;372,72
2019;03;20;18;0;964,1;965,5;964,1;1959;36,6;16,8;36,6;34,8;17,2;15,8;34;31;31;208;4,9;1,9;-9,388323;-40,523262;372,72
2019;03;20;19;0;963,4;964,1;963,4;1352,9;35,9;16,3;36,6;35,4;16,6;15,8;32;30;31;250;4;1,7;-9,388323;-40,523262;372,72
2019;03;20;20;0;963,7;963,7;963,3;894;35,6;16,1;36,5;35,3;17,1;15,9;32;31;31;299;6;3,5;-9,388323;-40,523262;372,72
2019;03;20;21;0;964,6;964,6;963,7;188,1;32,4;18;35,6;32,4;18;15,6;42;31;42;288;7,4;4,3;-9,388323;-40,523262;372,72
2019;03;20;22;0;965,5;965,5;964,6;;30;18,3;32,4;30;18,9;18,1;50;42;50;306;9,1;3,3;-9,388323;-40,523262;372,72
2019;03;20;23;0;966,1;966,1;965,5;;29,5;18,2;30;29,4;18,6;18,2;52;50;51;328;6,4;2,5;-9,388323;-40,523262;372,72
2019;03;21;00;0;967,3;967,3;966,1;;29,4;18,1;29,6;29,4;18,3;17,8;51;50;51;3;5,4;2,3;-9,388323;-40,523262;372,72
2019;03;21;01;0;968;968,1;967,3;;29,2;18,3;29,5;29,2;18,3;18,1;52;50;52;320;4,7;1,7;-9,388323;-40,523262;372,72
2019;03;21;02;0;968,1;968,1;967,7;;28,6;18,8;29,2;28,6;18,9;18,3;56;52;56;306;5,4;3,2;-9,388323;-40,523262;372,72
2019;03;21;03;0;968,2;968,3;968;;27,9;19,3;28,6;27,9;19,3;18,8;60;56;60;305;5,4;2,3;-9,388323;-40,523262;372,72
2019;03;21;04;0;967,7;968,3;967,7;;27,6;19,9;27,9;27,5;19,9;19,3;63;60;63;295;5,3;2,9;-9,388323;-40,523262;372,72
2019;03;21;05;0;967,3;967,8;967,3;;27,2;20,1;27,6;27,2;20,1;19,9;65;63;65;308;6,3;3,1;-9,388323;-40,523262;372,72
2019;03;21;06;0;966,8;967,3;966,7;;26,7;20,1;27,3;26,7;20,1;20,1;67;65;67;298;6,1;3,4;-9,388323;-40,523262;372,72
2019;03;21;07;0;967,3;967,3;966,8;;26,2;20;26,7;26,2;20,3;19,9;69;67;69;305;6,1;2,8;-9,388323;-40,523262;372,72
2019;03;21;08;0;967,6;967,6;967,1;;25,9;20;26,2;25,8;20;19,9;70;69;70;308;5,3;2,9;-9,388323;-40,523262;372,72
2019;03;21;09;0;967,8;968;967,5;;25,7;20,1;26;25,6;20,1;19,9;71;70;71;320;4,8;2,6;-9,388323;-40,523262;372,72
2019;03;21;10;0;968,9;968,9;967,8;52,1;25,6;20,4;25,7;25,4;20,4;20;73;71;73;318;4,3;2,3;-9,388323;-40,523262;372,72
2019;03;21;11;0;970;970,1;968,9;160,8;26,3;20,8;26,3;25,6;20,8;20,4;73;72;72;298;4,8;2,5;-9,388323;-40,523262;372,72
2019;03;21;12;0;970,6;970,6;970;427,8;27,4;20,9;27,5;26,3;21,1;20,8;72;67;68;297;6,6;4;-9,388323;-40,523262;372,72
2019;03;21;13;0;970,6;970,7;970,5;774,9;28,3;20,9;28,5;27,4;21,2;20,7;68;64;64;270;6,8;2,8;-9,388323;-40,523262;372,72
2019;03;21;14;0;970,4;970,6;970,4;1291,6;29,6;21,2;29,9;28,2;21,4;20,7;66;59;61;279;5;1,4;-9,388323;-40,523262;372,72
2019;03;21;15;0;969,5;970,4;969,5;1035,9;29,7;21,3;30,3;28,8;21,7;20,7;64;57;61;168;4,6;1,9;-9,388323;-40,523262;372,72
2019;03;21;16;0;968;969,5;968;1223,9;31,3;18,5;32,1;29,7;21,3;18,5;61;46;46;278;4,8;2,6;-9,388323;-40,523262;372,72
2019;03;21;17;0;966,5;968;966,4;1616,5;33,6;18,6;33,6;31,2;19,4;18,5;49;41;41;330;5,4;2,3;-9,388323;-40,523262;372,72
2019;03;21;18;0;965,6;966,5;965,4;1398,1;33,1;18,1;34;32,9;19,2;18,1;43;41;41;270;6,2;2;-9,388323;-40,523262;372,72
2019;03;21;19;0;966;966;965,5;494,8;28,2;19,2;33,1;28,2;19,8;17,7;58;41;58;309;9,4;5,3;-9,388323;-40,523262;372,72
2019;03;21;20;0;967;967,1;966;381,2;27,9;19,3;29,4;27,9;19,3;17,5;60;49;60;298;9,6;4;-9,388323;-40,523262;372,72
2019;03;21;21;0;967,4;967,4;967;76;27,5;19,8;28,2;27,5;19,8;19;63;58;63;295;9,9;2,9;-9,388323;-40,523262;372,72
2019;03;21;22;0;968,3;968,5;967,4;;27,2;20,3;27,5;27,2;20,3;19,8;66;63;66;236;5,3;1,4;-9,388323;-40,523262;372,72
2019;03;21;23;0;969,4;969,4;968,2;;27,2;20,5;27,2;26,9;20,6;20,3;68;66;67;284;3,9;1,1;-9,388323;-40,523262;372,72
2019;03;22;00;0;970,3;970,3;969,3;;27;20,8;27,3;27;20,8;20,5;69;67;69;238;3,8;1;-9,388323;-40,523262;372,72
2019;03;22;01;0;969,9;970,3;969,9;;27,1;20;27,2;27;20,8;20;69;65;65;270;3,1;1,3;-9,388323;-40,523262;372,72
2019;03;22;02;0;969,3;969,9;969,3;;27;20,3;27,1;26,9;20,3;20;67;65;67;307;3,8;1,5;-9,388323;-40,523262;372,72
2019;03;22;03;0;969;969,3;969;;26;20,8;27;26;20,8;20,4;73;67;73;360;3,5;1,7;-9,388323;-40,523262;372,72
2019;03;22;04;0;968,9;969;968,8;;26,1;20,3;26,2;26;20,8;20,2;73;70;70;339;3,7;2;-9,388323;-40,523262;372,72
2019;03;22;05;0;968,5;968,9;968,5;;25,7;20;26,1;25,7;20,3;20;71;70;71;360;3,4;1,6;-9,388323;-40,523262;372,72
2019;03;22;06;0;969,2;969,2;968,4;;25,3;20,5;25,7;25,2;20,5;20;75;71;75;35;4,2;1,9;-9,388323;-40,523262;372,72
2019;03;22;07;0;969,3;969,5;969,2;;25,4;20,1;25,4;25,2;20,5;20;75;72;73;4;5,2;2,4;-9,388323;-40,523262;372,72
2019;03;22;08;0;969,2;969,3;969;;25,4;20;25,6;25,4;20,1;20;73;71;72;360;4,3;2,6;-9,388323;-40,523262;372,72
2019;03;22;09;0;969,9;969,9;969,2;;24,8;20,3;25,4;24,7;20,3;20;76;72;76;357;6,3;3,3;-9,388323;-40,523262;372,72
2019;03;22;10;0;970,2;970,2;969,9;213,6;25,1;19,4;25,2;24,6;20,3;19,2;77;70;70;10;6,3;1,4;-9,388323;-40,523262;372,72
2019;03;22;11;0;970,7;970,7;970,2;813,5;26,5;19,7;26,7;25,1;20,1;19,3;71;66;67;333;3,6;1,8;-9,388323;-40,523262;372,72
2019;03;22;12;0;971,4;971,4;970,7;1316,1;29;20,2;29;26,5;20,2;19,5;67;59;59;252;3,1;0,7;-9,388323;-40,523262;372,72
2019;03;22;13;0;971,3;971,5;971,3;1580;29,7;20;29,8;28,5;20,3;19,7;60;56;56;328;3,3;1,1;-9,388323;-40,523262;372,72
2019;03;22;14;0;971,1;971,3;971,1;1084;30,3;20,4;30,3;29,2;20,5;19,5;58;53;56;194;9,1;2,1;-9,388323;-40,523262;372,72
2019;03;22;15;0;970,3;971,1;970,3;2128,4;32,3;18,3;32,6;29,7;20,5;17,9;57;43;44;277;6,9;3,6;-9,388323;-40,523262;372,72
2019;03;22;16;0;968,7;970,3;968,7;2438,5;32,6;17,6;33,3;31,9;18,6;17,1;44;39;41;277;6,7;3,5;-9,388323;-40,523262;372,72
2019;03;22;17;0;967,5;968,7;967,5;2264,2;33,5;17,5;33,7;32,4;18,2;17,2;42;38;39;270;7,3;3,6;-9,388323;-40,523262;372,72
2019;03;22;18;0;966,5;967,5;966,4;1988,9;32,3;18,5;34,2;32,3;18,5;16,9;44;36;44;338;7,3;3,2;-9,388323;-40,523262;372,72
2019;03;22;19;0;966,4;966,6;966,2;759,5;31,8;18;32,8;31,5;19;18;47;43;44;22;8,8;3,7;-9,388323;-40,523262;372,72
2019;03;22;20;0;967,1;967,1;966,3;674,1;31,1;18,5;32,5;31,1;18,8;17,8;47;43;47;34;6,9;3,1;-9,388323;-40,523262;372,72
2019;03;22;21;0;967,8;967,8;967,1;50,2;30,4;18,7;31,4;30,4;18,8;18,2;50;46;50;11;6;2;-9,388323;-40,523262;372,72
2019;03;22;22;0;969;969;967,8;;30,2;19,2;30,4;30,1;19,2;18,7;52;50;52;63;3,4;1,6;-9,388323;-40,523262;372,72
2019;03;22;23;0;969,3;969,3;969;;29,6;19,4;30,2;29,3;19,8;19,1;56;51;54;118;4,7;1,2;-9,388323;-40,523262;372,72
2019;03;23;00;0;970,6;970,6;969,3;;28,8;19,8;29,6;28,8;19,8;19,2;58;54;58;61;4,8;3,2;-9,388323;-40,523262;372,72
2019;03;23;01;0;970,7;970,8;970,5;;28;19,7;28,8;28;20,4;19,6;61;58;60;26;4,8;1,4;-9,388323;-40,523262;372,72
2019;03;23;02;0;970,7;971,1;970,7;;27,9;19,8;28,4;27,8;20,3;19,6;63;60;61;299;4,6;2,5;-9,388323;-40,523262;372,72
2019;03;23;03;0;971;971;970,5;;26,6;19,9;27,9;26,6;20;19,3;67;61;67;158;6,1;3,7;-9,388323;-40,523262;372,72
2019;03;23;04;0,4;971,1;971,1;970,9;;24,4;20,4;26,8;24,4;20,4;19,5;79;66;79;122;6,9;2,9;-9,388323;-40,523262;372,72
2019;03;23;05;2;970,4;971,1;970,4;;23,4;21;24,4;23,4;21;20,4;86;79;86;148;6,7;2,4;-9,388323;-40,523262;372,72
2019;03;23;06;1,6;969,6;970,4;969,6;;23;20,8;23,4;22,9;20,9;20,7;88;86;88;170;5,2;1,8;-9,388323;-40,523262;372,72
2019;03;23;07;0,2;969,7;969,7;969,5;;23;20,7;23,1;22,9;20,9;20,6;88;87;87;168;3,2;0,9;-9,388323;-40,523262;372,72
2019;03;23;08;0;970,3;970,3;969,7;;23,2;20,6;23,4;22,9;20,9;20,5;87;85;85;118;2,8;1,5;-9,388323;-40,523262;372,72
2019;03;23;09;0;971;971;970,3;0;23;20,3;23,2;22,9;20,6;20,2;86;85;85;118;3,2;0,4;-9,388323;-40,523262;372,72
2019;03;23;10;0;971,5;971,5;971;91;23,6;20,7;23,6;23;20,8;20,2;85;84;84;108;3,2;1,7;-9,388323;-40,523262;372,72
2019;03;23;11;0;972,2;972,2;971,5;442,7;24,5;20,4;24,5;23,5;20,9;19,8;84;76;78;161;2,7;1,1;-9,388323;-40,523262;372,72
2019;03;23;12;0;972,7;972,7;972,2;1260,6;25,8;20,5;26,4;24,4;21,3;19,8;78;70;73;128;3,2;1,4;-9,388323;-40,523262;372,72
2019;03;23;13;0;972,5;972,9;972,5;1195,4;26,8;20,3;27,1;25,6;21,3;19,7;73;66;68;120;3;1,2;-9,388323;-40,523262;372,72
2019;03;23;14;0;971,9;972,5;971,9;1550,5;28,3;20,9;28,7;26,7;21,4;20,1;69;63;64;76;4,5;2,1;-9,388323;-40,523262;372,72
2019;03;23;15;0;970,5;971,9;970,5;2349,2;29,8;20,1;30,2;28,2;21,3;19,7;65;55;56;158;4,5;1;-9,388323;-40,523262;372,72
2019;03;23;16;0;970;970,5;969,7;1402,5;27,3;20;30,8;27,3;21;19,7;64;54;64;281;9,4;5,5;-9,388323;-40,523262;372,72
2019;03;23;17;24,6;969,5;970,1;969,4;236,9;23,6;21,4;27,3;22,4;21,4;20,1;89;64;87;346;12,6;3,7;-9,388323;-40,523262;372,72
2019;03;23;18;0,4;969,1;969,5;969;640,1;25,4;20,7;25,4;23,4;21,9;20,6;88;75;75;318;6,2;1,2;-9,388323;-40,523262;372,72
2019;03;23;19;0;969,1;969,3;968,8;217,3;25,7;20,6;25,7;25,4;20,8;20,1;75;72;74;337;2,2;1,1;-9,388323;-40,523262;372,72
2019;03;23;20;0;969,5;969,7;969,1;113,7;25,7;21;25,8;25,7;21,3;20,3;76;72;75;125;2,1;0,1;-9,388323;-40,523262;372,72
2019;03;23;21;0;970,1;970,1;969,5;65,5;25,7;21,5;25,8;25,7;21,6;21;78;75;78;112;2;1,2;-9,388323;-40,523262;372,72
2019;03;23;22;0;970,5;970,5;969,9;;25,6;21,6;25,8;25,6;21,6;21,4;79;77;79;51;2,1;0,5;-9,388323;-40,523262;372,72
2019;03;23;23;0;971,4;971,4;970,5;;25;21,8;25,6;25;21,9;21,5;83;78;82;31;2,9;1,1;-9,388323;-40,523262;372,72
2019;03;24;00;0;972;972;971,4;;25,2;21,5;25,2;25;21,9;21,5;83;80;80;108;2,3;0,6;-9,388323;-40,523262;372,72
2019;03;24;01;0;972,2;972,2;971,9;;25,2;21,2;25,3;25,1;21,5;21;80;78;79;38;2;0,1;-9,388323;-40,523262;372,72
2019;03;24;02;0;972,1;972,4;972,1;;24,9;21,5;25,2;24,9;21,5;21,1;81;78;81;274;1,6;0,2;-9,388323;-40,523262;372,72
2019;03;24;03;0;972;972,1;972;;24,7;21,2;25;24,7;21,7;21,2;83;81;81;317;2,6;0,7;-9,388323;-40,523262;372,72
2019;03;24;04;0;971,1;972;971,1;;24,5;21,2;24,7;24,4;21,3;21,1;82;81;82;330;1,5;0,7;-9,388323;-40,523262;372,72
2019;03;24;05;0;970,6;971,1;970,6;;24,5;20,9;24,6;24,4;21,3;20,7;82;80;80;309;1,9;0,9;-9,388323;-40,523262;372,72
2019;03;24;06;0;970,8;970,8;970,5;;24,3;21,1;24,5;24,3;21,3;20,9;83;80;82;11;3,1;1,6;-9,388323;-40,523262;372,72
2019;03;24;07;0;970,7;970,8;970,6;;24,1;21,3;24,4;24,1;21,3;21,1;84;82;84;26;3,3;1,5;-9,388323;-40,523262;372,72
2019;03;24;08;0;971,3;971,3;970,7;;21,8;19,1;24,2;21,8;21,5;19;85;79;84;14;12,6;5,4;-9,388323;-40,523262;372,72
2019;03;24;09;0,2;971,3;971,4;971,2;;21,6;18,9;21,8;21,4;19,1;18,7;86;84;84;19;12,6;3,2;-9,388323;-40,523262;372,72
2019;03;24;10;0;972;972;971,3;46,4;22,1;19;22,2;21,5;19,1;18,7;85;82;82;40;6,8;0,8;-9,388323;-40,523262;372,72
2019;03;24;11;0;972,5;972,5;972;205,4;22,7;19;22,9;22,1;19,2;18,8;82;78;80;126;2,6;1,8;-9,388323;-40,523262;372,72
2019;03;24;12;0;972,3;972,5;972,3;374,8;23,3;19,5;23,4;22,7;19,6;18,8;80;78;79;161;2,6;1;-9,388323;-40,523262;372,72
2019;03;24;13;0;972,6;972,6;972,3;1004,3;24,2;19,7;24,2;23,1;20;19,2;80;75;76;193;2,7;1,5;-9,388323;-40,523262;372,72
2019;03;24;14;0;972,5;972,6;972,5;1132,2;25,4;20;25,4;24,1;20,2;19,5;77;72;72;239;3,4;1,4;-9,388323;-40,523262;372,72
2019;03;24;15;0;971,7;972,5;971,7;1986,9;26,9;20;27,1;25,4;21,2;19,4;72;64;66;175;3,6;0,9;-9,388323;-40,523262;372,72
2019;03;24;16;0;970,6;971,7;970,6;1708;27,7;19,4;27,9;26,4;20,8;19,4;69;61;61;271;3,8;2,2;-9,388323;-40,523262;372,72
2019;03;24;17;0;969,1;970,6;969,1;2180,9;29,3;18,8;29,3;27,4;20,2;18,6;63;53;53;268;5,6;1,7;-9,388323;-40,523262;372,72
2019;03;24;18;0;968,3;969,1;968,3;1870,8;29,7;18,6;30,4;29;19,8;18;56;49;51;302;4,2;0,8;-9,388323;-40,523262;372,72
2019;03;24;19;0;967,8;968,3;967,8;904,7;29,1;19,2;30;29,1;19,8;18,4;57;50;55;194;3,3;2;-9,388323;-40,523262;372,72
2019;03;24;20;0;967,9;968;967,8;422,3;28,8;19,4;29,2;28,8;19,8;18,9;57;54;57;261;3,3;0,9;-9,388323;-40,523262;372,72
2019;03;24;21;0;968,8;968,8;967,9;88,7;27,9;19,9;28,8;27,9;20,1;19,2;62;56;62;212;2,4;1;-9,388323;-40,523262;372,72
2019;03;24;22;0;969,2;969,2;968,8;;27,1;20,5;27,9;27,1;20,9;20;69;62;67;201;2,4;0,8;-9,388323;-40,523262;372,72
2019;03;24;23;0;970,1;970,1;969,2;;27,1;20,3;27,4;26,9;20,8;20,3;69;65;66;168;2;0,7;-9,388323;-40,523262;372,72
2019;03;25;00;0;970,6;970,6;970,1;;27,1;20,5;27,3;27,1;20,6;20,2;67;65;67;120;3,1;0,3;-9,388323;-40,523262;372,72
2019;03;25;01;0;971,6;971,6;970,6;;25,3;20,3;27,1;25,3;20,8;20,2;74;67;74;354;8,4;3,3;-9,388323;-40,523262;372,72
2019;03;25;02;0;971,5;971,7;971,5;;25,2;20;25,3;25,1;20,3;19,6;75;71;73;194;5,7;0,9;-9,388323;-40,523262;372,72
2019;03;25;03;0;971,3;971,5;971,3;;25;20,5;25,2;24,9;20,5;19,9;76;73;76;165;2,8;0,6;-9,388323;-40,523262;372,72
2019;03;25;04;0;970,5;971,3;970,5;;23,8;19,9;25,3;23,8;20,9;19,3;79;72;79;144;7,3;3,3;-9,388323;-40,523262;372,72
2019;03;25;05;0;969,8;970,5;969,8;;23,7;19,9;23,8;23,6;20,1;19,8;80;79;80;170;6,5;1,5;-9,388323;-40,523262;372,72
2019;03;25;06;0;969,5;969,9;969,5;;23,4;19,9;23,8;23,4;20;19,7;81;78;81;201;3,5;1,5;-9,388323;-40,523262;372,72
2019;03;25;07;0;969,6;969,6;969,5;;23,1;19,6;23,4;22,9;19,9;19,6;82;81;81;154;3,1;1,1;-9,388323;-40,523262;372,72
2019;03;25;08;0;969,6;969,6;969,4;;23,1;19,7;23,4;23,1;19,7;19,5;81;78;81;111;3,9;2,1;-9,388323;-40,523262;372,72
2019;03;25;09;0;970,3;970,3;969,6;;22,9;19,9;23,1;22,9;20,1;19,7;83;81;83;97;3,7;2,2;-9,388323;-40,523262;372,72
2019;03;25;10;0;971,2;971,2;970,2;81,7;23,4;20,3;23,4;22,9;20,3;19,9;84;83;83;99;3,4;1,1;-9,388323;-40,523262;372,72
2019;03;25;11;0;972,1;972,1;971,2;333,1;23,8;20;23,9;23,3;20,3;19,9;83;79;79;132;4,2;2,4;-9,388323;-40,523262;372,72
2019;03;25;12;0;972,5;972,5;972,1;433,7;24,6;20,3;24,7;23,8;20,4;20;79;76;77;95;5,4;3;-9,388323;-40,523262;372,72
2019;03;25;13;0;972,6;972,8;972,5;801,8;24,8;20,3;26,2;24,6;20,7;20;77;70;76;37;5,1;3;-9,388323;-40,523262;372,72
2019;03;25;14;0;971,7;972,6;971,7;1416,3;26,8;20,8;26,8;24;21,5;20,2;81;69;70;56;5,8;2,5;-9,388323;-40,523262;372,72
2019;03;25;15;0;970,5;971,7;970,5;918,6;26,3;21;27,4;26;21;20;73;66;72;148;5,3;3,2;-9,388323;-40,523262;372,72
2019;03;25;16;0;969,3;970,5;969,3;1553;27,7;20,9;28,4;26,3;21,3;20,3;73;65;67;195;5,3;1,4;-9,388323;-40,523262;372,72
2019;03;25;17;0;968,3;969,3;968,3;1659,9;29,4;19,5;29,8;27,6;21,6;19,2;67;54;55;74;4,1;1,8;-9,388323;-40,523262;372,72
2019;03;25;18;0;967,8;968,3;967,8;1176,6;27,6;20,8;30,3;27,6;20,9;19;67;53;66;90;9,4;4,8;-9,388323;-40,523262;372,72
2019;03;25;19;0;967,2;967,8;967,2;532,7;28;19,5;28;26,8;21,1;19,2;69;59;60;81;7,1;2,3;-9,388323;-40,523262;372,72
2019;03;25;20;0;967,2;967,2;967;604,5;28,6;19,8;28,7;28;20,2;19,3;62;59;59;56;4,3;2,2;-9,388323;-40,523262;372,72
2019;03;25;21;0;967,9;967,9;967,2;157,2;27,9;20,2;28,8;27,9;20,3;19,4;64;57;63;19;4,7;1,9;-9,388323;-40,523262;372,72
2019;03;25;22;0;968,7;968,7;967,9;;27,6;20,2;27,9;27,6;20,4;20,1;65;63;64;100;3,5;2;-9,388323;-40,523262;372,72
2019;03;25;23;0;969,7;969,7;968,7;;26,8;20,6;27,6;26,8;20,7;20,1;69;64;69;100;4;1,5;-9,388323;-40,523262;372,72
2019;03;26;00;0;970,1;970,1;969,7;;26,7;20,7;26,8;26,5;20,9;20,5;71;68;70;145;3;1,5;-9,388323;-40,523262;372,72
2019;03;26;01;0;970,8;970,8;970,1;;25,6;21,1;26,7;25,6;21,1;20,7;76;70;76;173;2,4;1,4;-9,388323;-40,523262;372,72
2019;03;26;02;0;970,7;970,9;970,7;;25,2;21;25,6;25,1;21,1;20,9;78;76;78;184;3,5;1,3;-9,388323;-40,523262;372,72
2019;03;26;03;0;970,1;970,8;970,1;;24,8;21,1;25,2;24,8;21,1;21;80;78;80;202;2,1;0,4;-9,388323;-40,523262;372,72
2019;03;26;04;0;969,6;970,1;969,6;;24,3;20,7;24,8;24,3;21,1;20,7;81;80;81;188;1,8;0,7;-9,388323;-40,523262;372,72
2019;03;26;05;0;969;969,6;969;;24;20,7;24,3;23,9;20,8;20,6;82;81;82;213;1,5;0,5;-9,388323;-40,523262;372,72
2019;03;26;06;0;969,1;969,1;968,7;;24,1;20,3;24,1;23,8;20,7;20,2;82;80;80;131;3,2;1,8;-9,388323;-40,523262;372,72
